Nome,Tipo,Área m2,Preço R$,quartos,suites,vagas
"SHLS, ASA SUL, BRASILIA",Aluguel Sala 26 m²,26 m²,"R$  950
Valor m² R$  36",0,0,0
"SCN Quadra 01 Bloco C, ASA NORTE, BRASILIA",Aluguel Loja 100 m²,100 m²,"R$  5.650
Valor m² R$  56",0,0,0
"SRTVS Conjunto D Blocos A, B E C Lote 05, ASA SUL, BRASILIA",Aluguel Loja 80 m²,80 m²,"R$  3.800
Valor m² R$  47",0,0,0
"Area ComErcio Local 1, JARDINS MANGUEIRAL, BRASILIA",Aluguel Sala 29 m²,29 m²,"R$  2.004
Valor m² R$  68",0,0,0
"SHIS QI 15, LAGO SUL, BRASILIA",Aluguel Sala 74 m²,74 m²,"R$  14.800
Valor m² R$  200",0,0,0
"SGAN 601, ASA NORTE, BRASILIA",Aluguel Sala 185 m²,185 m²,"R$  16.650
Valor m² R$  90",0,0,2
"SMPW Quadra 18 Conjunto 5, PARK WAY, BRASILIA",Aluguel Casa 339 m²,339 m²,"R$  10.500
Valor m² R$  30",4,3,4
"SHN Quadra 05 Bloco I, ASA NORTE, BRASILIA",Aluguel Hotel Flat 40 m²,40 m²,"R$  5.600
Valor m² R$  140",0,0,0
"STN, ASA NORTE, BRASILIA",Aluguel Kitnet 26 m²,26 m²,"R$  1.750
Valor m² R$  67",0,0,0
"AOS 04/5, OCTOGONAL, BRASILIA",Aluguel Apartamento 42 m²,42 m²,"R$  1.600
Valor m² R$  38",0,1,0
"SQSW 500 Bloco I, SUDOESTE, BRASILIA",Aluguel Apartamento 172 m²,172 m²,"R$  19.000
Valor m² R$  110",4,4,3
"SHS Quadra 06 Blocos A AO F Lote 01, ASA SUL, BRASILIA",Aluguel Sala 131 m²,131 m²,"R$  16.375
Valor m² R$  125",0,0,0
"SEPS 705/905, ASA SUL, BRASILIA",Aluguel Sala 34 m²,34 m²,"R$  1.000
Valor m² R$  29",0,0,0
"SHCGN 714 Bloco V, ASA NORTE, BRASILIA",Aluguel Casa 162 m²,162 m²,"R$  6.500
Valor m² R$  40",4,3,4
"SHIS QL 8 Conjunto 4, LAGO SUL, BRASILIA",Aluguel Casa 634 m²,634 m²,"R$  35.000
Valor m² R$  55",4,4,4
"CLSW 101 Bloco C, SUDOESTE, BRASILIA",Aluguel Loja 52 m²,52 m²,"R$  2.800
Valor m² R$  53",0,0,0
"CLN 316 Bloco F, ASA NORTE, BRASILIA",Aluguel Loja 23 m²,23 m²,"R$  950
Valor m² R$  40",0,0,0
"SCS Quadra 6, ASA SUL, BRASILIA",Aluguel Sala 60 m²,60 m²,"R$  2.820
Valor m² R$  46",0,0,0
"QC 6, JARDINS MANGUEIRAL, BRASILIA",Aluguel Apartamento 50 m²,50 m²,"R$  1.800
Valor m² R$  36",2,0,0
"CLNW 10/11 Lote F, NOROESTE, BRASILIA",Aluguel Galpão 160 m²,160 m²,"R$  5.600
Valor m² R$  35",0,0,0
"Ville de Montagne, JARDIM BOTANICO, BRASILIA",Aluguel Casa Condominio 339 m²,339 m²,"R$  10.400
Valor m² R$  30",4,4,2
"SCS Quadra 02 Bloco B Lote 20, ASA SUL, BRASILIA",Aluguel Garagem 20 m²,20 m²,"R$  350
Valor m² R$  17",0,0,0
"CLN 410 Bloco A, ASA NORTE, BRASILIA",Aluguel Loja 30 m²,30 m²,"R$  1.700
Valor m² R$  56",0,0,0
"Chácaras Estância Santa Paula, JARDIM BOTANICO, BRASILIA",Aluguel Casa Condominio 400 m²,400 m²,"R$  4.000
Valor m² R$  10",3,1,5
"SRTVN Lote P, ASA NORTE, BRASILIA",Aluguel Sala 30 m²,30 m²,"R$  800
Valor m² R$  26",0,0,0
"SIG Quadra 4, SIG, BRASILIA",Aluguel Sala 110 m²,110 m²,"R$  9.900
Valor m² R$  90",0,0,0
"SMAS Trecho, PARK SUL, BRASILIA",Aluguel Sala 243 m²,243 m²,"R$  21.860
Valor m² R$  89",0,0,7
"SAUS Quadra 4, ASA SUL, BRASILIA",Aluguel Loja 42 m²,42 m²,"R$  2.600
Valor m² R$  61",0,0,0
"CLS 207, ASA SUL, BRASILIA",Aluguel Loja 106 m²,106 m²,"R$  4.800
Valor m² R$  45",0,0,0
"SHIS QL 12, LAGO SUL, BRASILIA",Aluguel Casa 1100 m²,1100 m²,"R$  60.000
Valor m² R$  54",5,5,6
"SQS 415 Bloco T, ASA SUL, BRASILIA",Aluguel Apartamento 52 m²,52 m²,"R$  4.500
Valor m² R$  86",2,0,0
"SCLRN 716 Bloco H, ASA NORTE, BRASILIA",Aluguel Prédio 140 m²,140 m²,"R$  3.250
Valor m² R$  23",0,0,0
"SQN 214 Bloco K, ASA NORTE, BRASILIA",Aluguel Apartamento 79 m²,79 m²,"R$  4.950
Valor m² R$  62",2,1,0
"SAUS Quadra 04 Lote 9/10, ASA SUL, BRASILIA",Aluguel Loja 26 m²,26 m²,"R$  2.900
Valor m² R$  111",0,0,0
"Rodovia DF 001 Altiplano Leste, ALTIPLANO LESTE, BRASILIA","Aluguel Rural 2,00 ha","2,00 ha","R$  30.000
Valor m² R$  1",0,0,10
"SEPS 705/905, ASA SUL, BRASILIA",Aluguel Loja 40 m²,40 m²,"R$  3.300
Valor m² R$  82",0,0,0
"SHIS QI 5 Chacarás 13 a 20, LAGO SUL, BRASILIA",Aluguel Casa Condominio 160 m²,160 m²,"R$  13.000
Valor m² R$  81",4,3,4
"CLN 309 Bloco C, ASA NORTE, BRASILIA",Aluguel Sala 163 m²,163 m²,"R$  4.250
Valor m² R$  26",0,0,0
"CRS 514, ASA SUL, BRASILIA",Aluguel Sala 130 m²,130 m²,"R$  3.800
Valor m² R$  29",0,0,0
"SCN Quadra 01 Bloco E, ASA NORTE, BRASILIA",Aluguel Sala 27 m²,27 m²,"R$  800
Valor m² R$  29",0,0,0
"SGAS 910, ASA SUL, BRASILIA",Aluguel Sala 30 m²,30 m²,"R$  800
Valor m² R$  26",0,0,0
"QC 7 Rua K, JARDINS MANGUEIRAL, BRASILIA",Aluguel Apartamento 53 m²,53 m²,"R$  3.470
Valor m² R$  65",2,0,0
"SCN Quadra 1 Bloco G, ASA NORTE, BRASILIA",Aluguel Sala 95 m²,95 m²,"R$  6.668
Valor m² R$  70",0,0,0
"SGAS 910, ASA SUL, BRASILIA",Aluguel Sala 27 m²,27 m²,"R$  700
Valor m² R$  25",0,0,0
"CLN 201 Bloco A, ASA NORTE, BRASILIA",Aluguel Sala 42 m²,42 m²,"R$  1.400
Valor m² R$  32",0,0,0
"SQNW 108 Bloco J, NOROESTE, BRASILIA",Aluguel Apartamento 77 m²,77 m²,"R$  4.900
Valor m² R$  63",2,1,2
"SQN 212 Bloco B, ASA NORTE, BRASILIA",Aluguel Apartamento 158 m²,158 m²,"R$  7.200
Valor m² R$  45",2,1,2
"SGAN 912, ASA NORTE, BRASILIA",Aluguel Kitnet 28 m²,28 m²,"R$  1.700
Valor m² R$  60",0,1,0
"SAUS Quadra 04 Lote 9/10, ASA SUL, BRASILIA",Aluguel Sala 27 m²,27 m²,"R$  1.100
Valor m² R$  40",0,0,0
"SAUS Quadra 5, ASA SUL, BRASILIA",Aluguel Prédio 4862 m²,4862 m²,"R$  250.000
Valor m² R$  51",0,0,57
"SCRN 502 Bloco B, ASA NORTE, BRASILIA",Aluguel Sala 375 m²,375 m²,"R$  10.000
Valor m² R$  26",0,0,0
"Area ComErcio Local 1, JARDINS MANGUEIRAL, BRASILIA",Aluguel Sala 29 m²,29 m²,"R$  1.982
Valor m² R$  68",0,0,0
"SGAN 911 Módulo G , ASA NORTE, BRASILIA",Aluguel Kitnet 25 m²,25 m²,"R$  1.600
Valor m² R$  64",0,0,0
"SMDB, LAGO SUL, BRASILIA",Aluguel Casa 700 m²,700 m²,"R$  31.500
Valor m² R$  45",5,4,6
"Condomínio São Francisco II, JARDIM BOTANICO, BRASILIA",Aluguel Casa 345 m²,345 m²,"R$  4.400
Valor m² R$  12",2,2,4
"SHCGN 714 Bloco J, ASA NORTE, BRASILIA",Aluguel Casa 162 m²,162 m²,"R$  7.400
Valor m² R$  45",3,1,0
"QRSW 7 Bloco A 11, SUDOESTE, BRASILIA",Aluguel Apartamento 70 m²,70 m²,"R$  3.450
Valor m² R$  49",2,0,0
"SBS Quadra 2, ASA SUL, BRASILIA",Aluguel Loja 44 m²,44 m²,"R$  990
Valor m² R$  22",0,0,0
"Condomínio Belvedere Green, JARDIM BOTANICO, BRASILIA",Aluguel Casa Condominio 600 m²,600 m²,"R$  7.500
Valor m² R$  12",4,4,4
"SEPS 705/905, ASA SUL, BRASILIA",Aluguel Sala 24 m²,24 m²,"R$  1.200
Valor m² R$  50",0,0,0
"SQSW 101 Bloco J, SUDOESTE, BRASILIA",Aluguel Apartamento 25 m²,25 m²,"R$  2.300
Valor m² R$  92",0,0,0
"SGAN 607, ASA NORTE, BRASILIA",Aluguel Sala 29 m²,29 m²,"R$  1.500
Valor m² R$  50",0,0,0
"SCES Trecho 4, ASA SUL, BRASILIA",Aluguel Hotel Flat 48 m²,48 m²,"R$  4.500
Valor m² R$  93",0,0,0
"EQS 114/115, ASA SUL, BRASILIA",Aluguel Sala 34 m²,34 m²,"R$  3.200
Valor m² R$  94",0,0,0
"Ville de Montagne, JARDIM BOTANICO, BRASILIA",Aluguel Casa Condominio 582 m²,582 m²,"R$  9.400
Valor m² R$  16",4,2,4
"CRS 512 Bloco C, ASA SUL, BRASILIA",Aluguel Sala 32 m²,32 m²,"R$  850
Valor m² R$  26",0,0,0
"SQS 212 Bloco D, ASA SUL, BRASILIA",Aluguel Apartamento 35 m²,35 m²,"R$  1.700
Valor m² R$  48",0,0,0
"SHIS QI 15, LAGO SUL, BRASILIA",Aluguel Casa 1200 m²,1200 m²,"R$  120.000
Valor m² R$  100",4,4,4
"SCS Quadra 6, ASA SUL, BRASILIA",Aluguel Sala 583 m²,583 m²,"R$  39.000
Valor m² R$  66",0,0,2
"CLN 307 Bloco A, ASA NORTE, BRASILIA",Aluguel Loja 400 m²,400 m²,"R$  25.000
Valor m² R$  62",0,0,0
"SHIS QL 16, LAGO SUL, BRASILIA",Aluguel Casa 836 m²,836 m²,"R$  45.000
Valor m² R$  53",4,4,4
"SQNW 108 Bloco J, NOROESTE, BRASILIA",Aluguel Apartamento 153 m²,153 m²,"R$  9.500
Valor m² R$  61",3,0,2
"SRTVN Lote P, ASA NORTE, BRASILIA",Aluguel Ponto Comercial 50 m²,50 m²,"R$  1.000
Valor m² R$  19",0,0,2
"SEPS 713/913, ASA SUL, BRASILIA",Aluguel Apartamento 35 m²,35 m²,"R$  3.750
Valor m² R$  107",0,1,0
"SHIS QI 5, LAGO SUL, BRASILIA",Aluguel Casa 923 m²,923 m²,"R$  68.000
Valor m² R$  73",5,4,9
"SCRN 712/713 Bloco B, ASA NORTE, BRASILIA",Aluguel Kitnet 39 m²,39 m²,"R$  1.800
Valor m² R$  45",0,0,0
"SGCV Lote 10, PARK SUL, BRASILIA",Aluguel Kitnet 30 m²,30 m²,"R$  2.500
Valor m² R$  83",0,1,0
"SMPW Quadra 21 Conjunto 3, PARK WAY, BRASILIA",Aluguel Casa Condominio 80 m²,80 m²,"R$  5.000
Valor m² R$  62",2,0,0
"SEPN 513, ASA NORTE, BRASILIA",Aluguel Sala 293 m²,293 m²,"R$  15.500
Valor m² R$  52",0,0,0
"Avenida Comercial, TAQUARI, BRASILIA",Aluguel Sala 225 m²,225 m²,"R$  9.960
Valor m² R$  44",0,0,0
"SQNW 107 Bloco I, NOROESTE, BRASILIA",Aluguel Apartamento 123 m²,123 m²,"R$  8.000
Valor m² R$  65",3,3,3
"QMSW 5, SUDOESTE, BRASILIA",Aluguel Loja 55 m²,55 m²,"R$  3.500
Valor m² R$  63",0,0,0
"CLN 216 Bloco D, ASA NORTE, BRASILIA",Aluguel Loja 25 m²,25 m²,"R$  2.400
Valor m² R$  95",0,0,0
"SCRN 712/713 Bloco B, ASA NORTE, BRASILIA",Aluguel Kitnet 39 m²,39 m²,"R$  1.800
Valor m² R$  45",0,0,0
"SHIS QI 23 Conjunto 6, LAGO SUL, BRASILIA",Aluguel Casa 555 m²,555 m²,"R$  12.000
Valor m² R$  21",6,3,3
"SGCV Lote 27, PARK SUL, BRASILIA",Aluguel Apartamento 622 m²,622 m²,"R$  20.000
Valor m² R$  32",4,4,5
"SAUS Quadra 04 Lote 9/10, ASA SUL, BRASILIA",Aluguel Garagem 24 m²,24 m²,"R$  300
Valor m² R$  12",0,0,0
"Area ComErcio Local 1, JARDINS MANGUEIRAL, BRASILIA",Aluguel Sala 29 m²,29 m²,"R$  1.982
Valor m² R$  68",0,0,0
"CLN 113 Bloco D, ASA NORTE, BRASILIA",Aluguel Loja 700 m²,700 m²,"R$  100
Valor m² R$  0",0,0,0
"Area ComErcio Local 1, JARDINS MANGUEIRAL, BRASILIA",Aluguel Sala 29 m²,29 m²,"R$  2.033
Valor m² R$  68",0,0,0
"SCS Quadra 1, ASA SUL, BRASILIA",Aluguel Sala 26 m²,26 m²,"R$  300
Valor m² R$  11",0,0,0
"CLN 413 Bloco A, ASA NORTE, BRASILIA",Aluguel Loja 26 m²,26 m²,"R$  650
Valor m² R$  25",0,0,0
"SBN Quadra 02 Bloco J, ASA NORTE, BRASILIA",Aluguel Sala 33 m²,33 m²,"R$  800
Valor m² R$  24",0,0,0
"SCRN 712/713 Bloco B, ASA NORTE, BRASILIA",Aluguel Sala 200 m²,200 m²,"R$  8.000
Valor m² R$  40",0,0,0
"CLN 309 Bloco A, ASA NORTE, BRASILIA",Aluguel Loja 40 m²,40 m²,"R$  1.700
Valor m² R$  42",0,0,0
"SCLRN 707 Bloco E, ASA NORTE, BRASILIA",Aluguel Loja 82 m²,82 m²,"R$  3.000
Valor m² R$  36",0,0,0
"SCRN 502 Bloco B, ASA NORTE, BRASILIA",Aluguel Prédio 2250 m²,2250 m²,"R$  60.000
Valor m² R$  26",0,0,0
"SCS Quadra 02 Bloco C Lote 180, ASA SUL, BRASILIA",Aluguel Loja 741 m²,741 m²,"R$  49.000
Valor m² R$  66",0,0,8
"SQN 212 Bloco D, ASA NORTE, BRASILIA",Aluguel Apartamento 108 m²,108 m²,"R$  6.000
Valor m² R$  55",3,1,0
"Ville de Montagne, JARDIM BOTANICO, BRASILIA",Aluguel Casa Condominio 500 m²,500 m²,"R$  13.900
Valor m² R$  27",5,4,2
"SMDB Conjunto 2, LAGO SUL, BRASILIA",Aluguel Casa Condominio 550 m²,550 m²,"R$  12.000
Valor m² R$  21",4,1,5
"Condomínio Solar de Brasília, JARDIM BOTANICO, BRASILIA",Aluguel Sala 35 m²,35 m²,"R$  1.790
Valor m² R$  51",0,0,0
"Avenida Comercial, TAQUARI, BRASILIA",Aluguel Sala 205 m²,205 m²,"R$  6.710
Valor m² R$  32",0,0,0
"CLN 113 Bloco D, ASA NORTE, BRASILIA",Aluguel Loja 55 m²,55 m²,"R$  1.950
Valor m² R$  35",0,0,0
"Condomínio Morada de Deus, JARDIM BOTANICO, BRASILIA",Aluguel Casa Condominio 500 m²,500 m²,"R$  7.900
Valor m² R$  15",4,3,4
"SGAS 915, ASA SUL, BRASILIA",Aluguel Loja 60 m²,60 m²,"R$  1.600
Valor m² R$  26",0,0,0
"SEPN 504 Bloco B, ASA NORTE, BRASILIA",Aluguel Sala 23 m²,23 m²,"R$  650
Valor m² R$  28",0,0,0
"SRTVN Lote P, ASA NORTE, BRASILIA",Aluguel Ponto Comercial 100 m²,100 m²,"R$  2.500
Valor m² R$  25",0,0,0
"SMDB Conjunto 4, LAGO SUL, BRASILIA",Aluguel Casa 560 m²,560 m²,"R$  25.000
Valor m² R$  44",4,4,4
"SHIS QI 15 Chacará s 7 a 12, LAGO SUL, BRASILIA",Aluguel Casa 600 m²,600 m²,"R$  50.000
Valor m² R$  83",3,3,0
"SCRN 502 Bloco B, ASA NORTE, BRASILIA",Aluguel Loja 750 m²,750 m²,"R$  25.000
Valor m² R$  33",0,0,0
"SHIS QI 5, LAGO SUL, BRASILIA",Aluguel Casa 900 m²,900 m²,"R$  68.000
Valor m² R$  75",4,4,4
"SEPN 513, ASA NORTE, BRASILIA",Aluguel Sala 117 m²,117 m²,"R$  5.500
Valor m² R$  47",0,0,0
"CLN 201 Bloco A, ASA NORTE, BRASILIA",Aluguel Sala 21 m²,21 m²,"R$  900
Valor m² R$  42",0,0,0
"SCS Quadra 6, ASA SUL, BRASILIA",Aluguel Sala 582 m²,582 m²,"R$  39.000
Valor m² R$  66",0,0,2
"Area ComErcio Local 1, JARDINS MANGUEIRAL, BRASILIA",Aluguel Sala 29 m²,29 m²,"R$  2.016
Valor m² R$  68",0,0,0
"SCRN 712/713 Bloco B, ASA NORTE, BRASILIA",Aluguel Kitnet 43 m²,43 m²,"R$  1.800
Valor m² R$  41",0,0,0
"SCS Quadra 6, ASA SUL, BRASILIA",Aluguel Sala 595 m²,595 m²,"R$  40.000
Valor m² R$  67",0,0,2
"SRTVN Lote P, ASA NORTE, BRASILIA",Aluguel Sala 34 m²,34 m²,"R$  1.000
Valor m² R$  29",0,0,0
"SEPS 705/905, ASA SUL, BRASILIA",Aluguel Sala 45 m²,45 m²,"R$  750
Valor m² R$  16",0,0,0
"Avenida Comercial, JARDIM BOTANICO, BRASILIA",Aluguel Sala 107 m²,107 m²,"R$  6.000
Valor m² R$  56",0,0,0
"SHLS, ASA SUL, BRASILIA",Aluguel Sala 59 m²,59 m²,"R$  2.200
Valor m² R$  37",0,0,0
"EQN 102/103, ASA NORTE, BRASILIA",Aluguel Loja 1267 m²,1267 m²,"R$  57.019
Valor m² R$  45",0,0,0
"SETOR POLO DE ARTESANATO, JARDIM BOTANICO, BRASILIA",Aluguel Casa 289 m²,289 m²,"R$  10.000
Valor m² R$  34",3,3,2
"SQNW 109, NOROESTE, BRASILIA",Aluguel Apartamento 77 m²,77 m²,"R$  6.400
Valor m² R$  83",2,1,2
"CA 11, LAGO NORTE, BRASILIA",Aluguel Sala 24 m²,24 m²,"R$  1.200
Valor m² R$  50",0,0,0
"SHIS QI 11 Conjunto 3, LAGO SUL, BRASILIA",Aluguel Casa 700 m²,700 m²,"R$  22.000
Valor m² R$  31",4,4,4
"AOS 02 Bloco F, OCTOGONAL, BRASILIA",Aluguel Apartamento 162 m²,162 m²,"R$  6.000
Valor m² R$  37",4,1,0
"SMPW Quadra 5 Conjunto 1, PARK WAY, BRASILIA",Aluguel Casa 430 m²,430 m²,"R$  9.500
Valor m² R$  22",5,1,2
"SQS 303 Bloco F, ASA SUL, BRASILIA",Aluguel Apartamento 170 m²,170 m²,"R$  7.400
Valor m² R$  43",4,1,0
"SHN Quadra 1 Bloco F, ASA NORTE, BRASILIA",Aluguel Garagem 12 m²,12 m²,"R$  350
Valor m² R$  29",0,0,0
"SHN Quadra 1 Bloco F, ASA NORTE, BRASILIA",Aluguel Garagem 12 m²,12 m²,"R$  350
Valor m² R$  29",0,0,0
"SMAS Trecho, PARK SUL, BRASILIA",Aluguel Sala 312 m²,312 m²,"R$  25.000
Valor m² R$  80",0,0,7
"SEPS 710/910, ASA SUL, BRASILIA",Aluguel Sala 155 m²,155 m²,"R$  15.500
Valor m² R$  100",0,0,3
"SRTVS Conjunto D Blocos A, B E C Lote 05, ASA SUL, BRASILIA",Aluguel Sala 34 m²,34 m²,"R$  1.300
Valor m² R$  38",0,0,0
"SCS Quadra 6, ASA SUL, BRASILIA",Aluguel Sala 595 m²,595 m²,"R$  40.000
Valor m² R$  67",0,0,2
"SQS 312 Bloco D, ASA SUL, BRASILIA",Aluguel Apartamento 173 m²,173 m²,"R$  9.000
Valor m² R$  52",3,1,0
"SHIS QI 28, LAGO SUL, BRASILIA",Aluguel Casa 500 m²,500 m²,"R$  12.800
Valor m² R$  25",4,2,4
"SEPN 513, ASA NORTE, BRASILIA",Aluguel Sala 58 m²,58 m²,"R$  2.650
Valor m² R$  45",0,0,0
"SCES Trecho 4, ASA SUL, BRASILIA",Aluguel Apartamento 59 m²,59 m²,"R$  5.000
Valor m² R$  83",0,0,0
"SEPN 513, ASA NORTE, BRASILIA",Aluguel Sala 66 m²,66 m²,"R$  2.650
Valor m² R$  40",0,0,0
"SQNW 307 Bloco I, NOROESTE, BRASILIA",Aluguel Apartamento 149 m²,149 m²,"R$  8.500
Valor m² R$  57",2,1,2
"SHS Quadra 6, ASA SUL, BRASILIA",Aluguel Sala 100 m²,100 m²,"R$  16.000
Valor m² R$  160",0,0,0
"SGAS 910, ASA SUL, BRASILIA",Aluguel Sala 27 m²,27 m²,"R$  600
Valor m² R$  22",0,0,0
"SHCGN 716 Bloco D, ASA NORTE, BRASILIA",Aluguel Casa 450 m²,450 m²,"R$  8.700
Valor m² R$  19",5,2,4
"SRTVN Lote P, ASA NORTE, BRASILIA",Aluguel Sala 34 m²,34 m²,"R$  1.000
Valor m² R$  29",0,0,0
"SHIS QI 15, LAGO SUL, BRASILIA",Aluguel Sala 70 m²,70 m²,"R$  14.000
Valor m² R$  200",0,0,0
"SQNW 311 Bloco F, NOROESTE, BRASILIA",Aluguel Apartamento 154 m²,154 m²,"R$  14.500
Valor m² R$  94",4,2,3
"SHS Quadra 6, ASA SUL, BRASILIA",Aluguel Sala 131 m²,131 m²,"R$  16.375
Valor m² R$  125",0,0,0
"SHLN, ASA NORTE, BRASILIA",Aluguel Sala 334 m²,334 m²,"R$  40.000
Valor m² R$  119",0,0,11
"SMAS, PARK SUL, BRASILIA",Aluguel Sala 243 m²,243 m²,"R$  21.870
Valor m² R$  90",0,0,7
"SHTN Trecho 1, ASA NORTE, BRASILIA",Aluguel Apartamento 37 m²,37 m²,"R$  2.900
Valor m² R$  78",0,0,0
"SCS Quadra 6, ASA SUL, BRASILIA",Aluguel Sala 77 m²,77 m²,"R$  3.650
Valor m² R$  46",0,0,0
"SHLN Bloco M, ASA NORTE, BRASILIA",Aluguel Sala 30 m²,30 m²,"R$  550
Valor m² R$  18",0,0,0
"SCRN 502 Bloco B, ASA NORTE, BRASILIA",Aluguel Loja 375 m²,375 m²,"R$  15.000
Valor m² R$  40",0,0,0
"Quadra 10 Conjunto A, JARDIM BOTANICO, BRASILIA",Aluguel Casa Condominio 390 m²,390 m²,"R$  13.800
Valor m² R$  35",4,4,5
"SEPN 513, ASA NORTE, BRASILIA",Aluguel Sala 66 m²,66 m²,"R$  2.650
Valor m² R$  40",0,0,0
"SGCV Lote 27, PARK SUL, BRASILIA",Aluguel Apartamento 315 m²,315 m²,"R$  22.990
Valor m² R$  72",4,4,3
"SCS Quadra 03 Bloco A ENTRADA A/B Lote 40, ASA SUL, BRASILIA",Aluguel Prédio 1845 m²,1845 m²,"R$  15.000
Valor m² R$  8",0,0,0
"CCSW 4, SUDOESTE, BRASILIA",Aluguel Kitnet 30 m²,30 m²,"R$  1.900
Valor m² R$  63",0,1,0
"SCS Quadra 6, ASA SUL, BRASILIA",Aluguel Sala 596 m²,596 m²,"R$  40.000
Valor m² R$  67",0,0,2
"SCS Quadra 4, ASA SUL, BRASILIA",Aluguel Sala 690 m²,690 m²,"R$  4.000
Valor m² R$  5",0,0,0
"SQS 311, ASA SUL, BRASILIA",Aluguel Apartamento 281 m²,281 m²,"R$  20.000
Valor m² R$  71",4,4,2
"SQSW 500, SUDOESTE, BRASILIA",Aluguel Apartamento 239 m²,239 m²,"R$  20.000
Valor m² R$  83",4,4,4
"QC 12 Praça 5, JARDINS MANGUEIRAL, BRASILIA",Aluguel Loja 220 m²,220 m²,"R$  20.300
Valor m² R$  92",0,0,0
"CA 08, LAGO NORTE, BRASILIA",Aluguel Kitnet 27 m²,27 m²,"R$  1.550
Valor m² R$  56",0,0,0
"Condomínio Belvedere Green, JARDIM BOTANICO, BRASILIA",Aluguel Casa Condominio 600 m²,600 m²,"R$  6.800
Valor m² R$  11",4,4,2
"CLN 413 Bloco D, ASA NORTE, BRASILIA",Aluguel Sala 21 m²,21 m²,"R$  1.496
Valor m² R$  71",0,0,0
"SQSW 305 Bloco F, SUDOESTE, BRASILIA",Aluguel Apartamento 94 m²,94 m²,"R$  8.000
Valor m² R$  84",3,1,0
"Condomínio Ouro Vermelho II, JARDIM BOTANICO, BRASILIA",Aluguel Casa Condominio 312 m²,312 m²,"R$  6.500
Valor m² R$  20",3,3,0
"SQN 213 Bloco F, ASA NORTE, BRASILIA",Aluguel Apartamento 110 m²,110 m²,"R$  6.800
Valor m² R$  61",3,1,0
"Condomínio Solar de Brasília, JARDIM BOTANICO, BRASILIA",Aluguel Casa 640 m²,640 m²,"R$  9.200
Valor m² R$  14",4,4,2
"SQNW 103 Bloco I, NOROESTE, BRASILIA",Aluguel Apartamento 247 m²,247 m²,"R$  11.000
Valor m² R$  44",3,2,3
"Ville de Montagne, JARDIM BOTANICO, BRASILIA",Aluguel Casa Condominio 320 m²,320 m²,"R$  8.500
Valor m² R$  26",5,2,5
"SHIS QI 15, LAGO SUL, BRASILIA",Aluguel Sala 1576 m²,1576 m²,"R$  283.680
Valor m² R$  180",0,0,0
"Condomínio San Diego, JARDIM BOTANICO, BRASILIA",Aluguel Sala 430 m²,430 m²,"R$  12.000
Valor m² R$  27",0,0,0
"Altiplano Leste, JARDIM BOTANICO, BRASILIA",Aluguel Casa 1000 m²,1000 m²,"R$  30.000
Valor m² R$  30",5,5,20
"CLS 407 Bloco D, ASA SUL, BRASILIA",Aluguel Loja 105 m²,105 m²,"R$  6.000
Valor m² R$  57",0,0,0
"SCS Quadra 6, ASA SUL, BRASILIA",Aluguel Sala 596 m²,596 m²,"R$  40.000
Valor m² R$  67",0,0,2
"SEPN 514, ASA NORTE, BRASILIA",Aluguel Prédio 11366 m²,11366 m²,"R$  530.000
Valor m² R$  46",0,0,0
"CLSW 105 Bloco B, SUDOESTE, BRASILIA",Aluguel Loja 101 m²,101 m²,"R$  11.500
Valor m² R$  113",0,0,0
"SQNW 110 Bloco G, NOROESTE, BRASILIA",Aluguel Apartamento 155 m²,155 m²,"R$  10.500
Valor m² R$  67",4,4,2
"SEPN 513, ASA NORTE, BRASILIA",Aluguel Sala 58 m²,58 m²,"R$  2.400
Valor m² R$  41",0,0,0
"SQSW 304 Bloco J, SUDOESTE, BRASILIA",Aluguel Apartamento 82 m²,82 m²,"R$  5.500
Valor m² R$  67",3,1,0
"SHTN, ASA NORTE, BRASILIA",Aluguel Apartamento 37 m²,37 m²,"R$  3.800
Valor m² R$  102",0,1,0
"CLSW 105 Bloco B, SUDOESTE, BRASILIA",Aluguel Loja 97 m²,97 m²,"R$  11.500
Valor m² R$  118",0,0,0
"SHLN Bloco L Lote 12, ASA NORTE, BRASILIA",Aluguel Ponto Comercial 30 m²,30 m²,"R$  1.500
Valor m² R$  50",0,0,0
"SCLRN 714 Bloco H, ASA NORTE, BRASILIA",Aluguel Apartamento 32 m²,32 m²,"R$  1.200
Valor m² R$  37",0,0,0
"SRTVS Conjunto L Lote 38, ASA SUL, BRASILIA",Aluguel Sala 45 m²,45 m²,"R$  1.500
Valor m² R$  33",0,0,0
"SHN Quadra 1 Bloco F, ASA NORTE, BRASILIA",Aluguel Garagem 12 m²,12 m²,"R$  350
Valor m² R$  29",0,0,0
"Ville de Montagne, JARDIM BOTANICO, BRASILIA",Aluguel Casa Condominio 726 m²,726 m²,"R$  13.800
Valor m² R$  19",6,4,2
"SCRN 714/715 Bloco D, ASA NORTE, BRASILIA",Aluguel Loja 400 m²,400 m²,"R$  10.500
Valor m² R$  26",0,0,0
"SRTVN Lote P, ASA NORTE, BRASILIA",Aluguel Sala 34 m²,34 m²,"R$  1.400
Valor m² R$  41",0,0,0
"SQN 403, ASA NORTE, BRASILIA",Aluguel Apartamento 80 m²,80 m²,"R$  4.100
Valor m² R$  51",2,1,0
